outer_iter,p_penal,p_step,lambda_correction,lambda_penalty,lambda_reference,lambda_effective,compliance,volume_fraction_before,volume_residual_before,volume_fraction,volume_residual,theta_state_change,design_change,compliance_change,mechanics_ksp_its,design_iters,design_ls_evals,design_grad_norm_last,mechanics_message,design_message
20,2.1999999999999997,0.0,33.77075368901902,0.067975404995394,165.947386284997,199.78611537901142,24.62677355164529,0.4067975404995394,0.006797540499539401,0.39131123630393827,-0.008688763696061752,0.059654195313063936,0.06360180660354983,0.06754601097511316,13,13,78,0.0014280139588263836,CONVERGED_RTOL,Gradient norm converged
21,2.1999999999999997,0.0,16.468222184106004,-0.08688763696061752,193.399277674575,209.78061222172036,26.808986044835923,0.39131123630393827,-0.008688763696061752,0.38391871359941143,-0.01608128640058859,0.06360180660354983,0.05462951445809768,0.08861138421621786,14,18,108,0.0011148581164157501,CONVERGED_RTOL,Gradient norm converged
22,2.1999999999999997,0.0,-20.85308790331559,-0.1608128640058859,203.23970057794958,182.2257998106281,27.652560461817213,0.38391871359941143,-0.01608128640058859,0.39070191481690436,-0.009298085183095661,0.05462951445809768,0.057996552635582635,0.031466106758774044,14,14,84,0.0012594175931853592,CONVERGED_RTOL,Gradient norm converged
23,2.1999999999999997,0.0,-43.52996848604317,-0.09298085183095661,177.94846729311988,134.32551795524574,25.771089513592713,0.39070191481690436,-0.009298085183095661,0.41113521151108173,0.01113521151108171,0.057996552635582635,0.08596327349102412,0.06803966492804325,14,10,60,0.0013211942926763586,CONVERGED_RTOL,Gradient norm converged
24,2.1999999999999997,0.0,-19.752042629462817,0.11135211511081711,132.98228627027953,113.34159575592753,22.087414406826564,0.41113521151108173,0.01113521151108171,0.42367024945493387,0.023670249454933845,0.08596327349102412,0.0705295509083996,0.14293827604080261,15,8,48,0.001262140455569483,CONVERGED_RTOL,Gradient norm converged
25,2.1999999999999997,0.0,18.02064403979647,0.23670249454933845,111.38142659579654,129.63877313014237,20.070540844953484,0.42367024945493387,0.023670249454933845,0.41246885408677725,0.012468854086777226,0.0705295509083996,0.056492120587996075,0.09131324856429208,15,9,54,0.0011071707117924602,CONVERGED_RTOL,Gradient norm converged
26,2.1999999999999997,0.0,34.686229114197374,0.12468854086777226,123.1753822713558,157.98629992642094,20.86900658541805,0.41246885408677725,0.012468854086777226,0.39431861813484836,-0.005681381865151658,0.056492120587996075,0.06544837593792137,0.03978297080446289,15,12,72,0.0010646262588993476,CONVERGED_RTOL,Gradient norm converged
27,2.1999999999999997,0.0,26.288552517362128,-0.05681381865151658,146.6107756148408,172.84251431355142,22.661702810293207,0.39431861813484836,-0.005681381865151658,0.3834312036788638,-0.016568796321136225,0.06544837593792137,0.06563104940278947,0.0859023268566977,17,15,90,0.001003134039807871,CONVERGED_RTOL,Gradient norm converged
28,2.1999999999999997,0.2,-2.8614164383911067,-0.16568796321136225,158.16288923278407,155.1357848311816,23.367332672326935,0.3834312036788638,-0.016568796321136225,0.38489012211700097,-0.015109877882999057,0.06563104940278947,0.07744086150348027,0.03113754813310952,19,10,60,0.0012110138699207179,CONVERGED_RTOL,Gradient norm converged
29,2.4,0.2,-31.539279741547187,-0.15109877882999057,213.85303160015454,182.16265307977736,27.453623639260076,0.38489012211700097,-0.015109877882999057,0.39224721592408307,-0.007752784075916952,0.07744086150348027,0.10164510108400135,0.17487194727074623,27,19,114,0.0010852864239566217,CONVERGED_RTOL,Gradient norm converged
30,2.6,0.0,-51.4347562772621,-0.07752784075916952,226.35104699840056,174.8387628803793,29.119174856980077,0.39224721592408307,-0.007752784075916952,0.4062375807159563,0.006237580715956259,0.10164510108400135,0.12434154338073088,0.0606678098164855,40,20,120,0.0012835213568445573,CONVERGED_RTOL,Maximum number of iterations reached
31,2.6,0.0,-34.492161167737315,0.06237580715956259,135.82605380508528,101.39626844450753,23.013832125175785,0.4062375807159563,0.006237580715956259,0.42949625008762465,0.02949625008762463,0.12434154338073088,0.14169256335361446,0.20966743603796853,46,20,120,0.001332854304541182,CONVERGED_RTOL,Maximum number of iterations reached
32,2.6,0.0,13.58414984966214,0.2949625008762463,77.37381308881207,91.25292543935046,18.046955271023204,0.42949625008762465,0.02949625008762463,0.4272481681130202,0.027248168113020166,0.14169256335361446,0.08965482609095306,0.21582137330006454,51,20,120,0.0012515790703713494,CONVERGED_RTOL,Maximum number of iterations reached
33,2.6,0.0,38.88368584873436,0.27248168113020166,63.975561578554995,103.13172910841955,16.857512311645387,0.4272481681130202,0.027248168113020166,0.41091134587336026,0.010911345873360234,0.08965482609095306,0.0803224021955869,0.0659082344647702,48,20,120,0.001421117240673333,CONVERGED_RTOL,Maximum number of iterations reached
34,2.6,0.0,47.2603996066472,0.10911345873360234,62.81292836613693,110.18244143151773,17.044425751826285,0.41091134587336026,0.010911345873360234,0.3967925218849769,-0.0032074781150231435,0.0803224021955869,0.07820584958818155,0.011087842424518136,57,20,120,0.0014710922264437438,CONVERGED_RTOL,Maximum number of iterations reached
35,2.6,0.0,44.84274648974839,-0.032074781150231435,57.4484942616431,102.25916597024126,17.066676824271042,0.3967925218849769,-0.0032074781150231435,0.3896755323736678,-0.010324467626332212,0.07820584958818155,0.08003731242887498,0.001305475043204227,48,20,120,0.0012415886870480659,CONVERGED_RTOL,Maximum number of iterations reached
36,2.6,0.0,37.725245059518,-0.10324467626332212,44.75330028833968,82.37530067159436,16.407070215146284,0.3896755323736678,-0.010324467626332212,0.389801609076527,-0.010198390923473022,0.08003731242887498,0.0890461412763086,0.03864880175071407,61,20,120,0.0010263826943434258,CONVERGED_RTOL,Maximum number of iterations reached
37,2.6,0.0,32.24830524204521,-0.10198390923473022,29.370961783982594,61.517283116793074,15.193394739754403,0.389801609076527,-0.010198390923473022,0.39511168073998354,-0.004888319260016483,0.0890461412763086,0.09812326722560974,0.07397271173201106,88,13,78,0.0012959566451224837,CONVERGED_RTOL,Gradient norm converged
38,2.6,0.0,30.52540958395901,-0.048883192600164826,16.824928583106853,47.3014549744657,13.868607408312982,0.39511168073998354,-0.004888319260016483,0.3993297805666206,-0.0006702194333794154,0.09812326722560974,0.09464196500755077,0.08719495242067511,95,12,72,0.0012174699326289043,CONVERGED_RTOL,Gradient norm converged
39,2.6,0.0,30.39009285473958,-0.006702194333794154,9.665531806343997,40.04892246674979,12.841520872774614,0.3993297805666206,-0.0006702194333794154,0.40003454877835104,3.4548778351017884e-05,0.09464196500755077,0.0828901030464418,0.07405837553110935,88,10,60,0.0012576802991036218,CONVERGED_RTOL,Gradient norm converged
40,2.6,0.0,30.394100042531846,0.00034548778351017884,5.273870666334698,35.66831619665006,12.147982183056197,0.40003454877835104,3.4548778351017884e-05,0.39934386431575697,-0.0006561356842430532,0.0828901030464418,0.07345093152887294,0.05400751956014752,77,10,60,0.0012929911292017162,CONVERGED_RTOL,Gradient norm converged
41,2.6,0.0,30.352575545672668,-0.006561356842430532,2.6211373124648896,32.96715150129513,11.631964759802557,0.39934386431575697,-0.0006561356842430532,0.397810083651843,-0.002189916348157017,0.07345093152887294,0.0644832419257258,0.0424776243064772,56,11,66,0.0012419414630819945,CONVERGED_RTOL,Gradient norm converged
42,2.6,0.0,30.283694688256695,-0.021899163481570172,1.23739507166668,31.499190596441803,11.234730751491778,0.397810083651843,-0.002189916348157017,0.3947141289641671,-0.005285871035832945,0.0644832419257258,0.057353916494832693,0.034150207339307785,59,12,72,0.0011715292497431109,CONVERGED_RTOL,Gradient norm converged
43,2.6,0.0,30.20520615902623,-0.05285871035832945,0.6430261329223693,30.79537358159027,10.960621729980003,0.3947141289641671,-0.005285871035832945,0.3921420865752854,-0.007857913424714646,0.057353916494832693,0.05205817163734728,0.02439836143606537,63,13,78,0.001078037156895268,CONVERGED_RTOL,Gradient norm converged
44,2.6,0.0,30.110911197929653,-0.07857913424714646,0.3882973894745242,30.42062945315703,10.744693552421102,0.3921420865752854,-0.007857913424714646,0.38936693044348253,-0.010633069556517494,0.05205817163734728,0.04904832452015014,0.019700358508704302,58,10,60,0.0010959740525661667,CONVERGED_RTOL,Gradient norm converged
45,2.6,0.0,29.98331436325144,-0.10633069556517494,0.2829135461573253,30.159897213843593,10.587483506382585,0.38936693044348253,-0.010633069556517494,0.387548921099771,-0.012451078900229007,0.04904832452015014,0.04234119096910362,0.014631412731458852,43,6,36,0.0014186126325120738,CONVERGED_RTOL,Gradient norm converged
46,2.6,0.2,29.833901416448693,-0.12451078900229007,0.2340377604903691,29.943428387936773,10.454261366299855,0.387548921099771,-0.012451078900229007,0.38540148375492667,-0.014598516245073356,0.04234119096910362,0.04276216895057027,0.012582984427075368,44,8,48,0.001178040271818312,CONVERGED_RTOL,Gradient norm converged
47,2.8000000000000003,0.2,29.658719221507813,-0.14598516245073356,0.0823288721554725,29.59506293121255,10.46193338690175,0.38540148375492667,-0.014598516245073356,0.3859013663054635,-0.014098633694536511,0.04276216895057027,0.045118185392174215,0.0007338653906842359,47,6,36,0.0011928546760028998,CONVERGED_RTOL,Gradient norm converged
48,3.0000000000000004,0.2,29.489535617173374,-0.1409863369453651,0.026246317898174203,29.374795598126184,10.364816866465011,0.3859013663054635,-0.014098633694536511,0.3856191112848455,-0.014380888715154527,0.045118185392174215,0.04708312747307235,0.00928284637697348,64,9,54,0.0010458937685869254,CONVERGED_RTOL,Gradient norm converged
49,3.2000000000000006,0.2,29.31696495259152,-0.14380888715154527,0.0075381900362687815,29.18069425547624,10.244534147096878,0.3856191112848455,-0.014380888715154527,0.38434675288158493,-0.015653247118415092,0.04708312747307235,0.041689374515325076,0.011604905413939631,50,6,36,0.0011640915088330837,CONVERGED_RTOL,Gradient norm converged
50,3.400000000000001,0.2,29.12912598717054,-0.15653247118415092,0.0023172092203284068,28.97491072520672,10.179006121182919,0.38434675288158493,-0.015653247118415092,0.38246321347182255,-0.017536786528177473,0.041689374515325076,0.0404039977919598,0.006396389037614653,38,8,48,0.001087849701952289,CONVERGED_RTOL,Gradient norm converged
51,3.600000000000001,0.2,28.91868454883241,-0.17536786528177473,0.0006769593715896984,28.743993642922224,10.12324531573753,0.38246321347182255,-0.017536786528177473,0.3804924022014797,-0.01950759779852035,0.0404039977919598,0.03764396492727516,0.0054780206222048815,57,8,48,0.0010030781384319286,CONVERGED_RTOL,Gradient norm converged
52,3.800000000000001,0.2,28.684593375250167,-0.19507597798520349,0.0001944155764183685,28.48971181284138,10.080452246285063,0.3804924022014797,-0.01950759779852035,0.37873753809402244,-0.02126246190597758,0.03764396492727516,0.033352889162870256,0.004227208579638064,56,6,36,0.0012189226112654398,CONVERGED_RTOL,Gradient norm converged
53,4.000000000000001,0.2,28.429443832378436,-0.2126246190597758,5.9016870039503454e-05,28.216878230188698,10.051396261395428,0.37873753809402244,-0.02126246190597758,0.37714429697969765,-0.022855703020302376,0.033352889162870256,0.030850717861838937,0.0028824088621958715,44,6,36,0.0011215986970445663,CONVERGED_RTOL,Gradient norm converged
54,4.200000000000001,0.2,28.15517539613481,-0.22855703020302376,1.7372410983583685e-05,27.926635738342767,10.024039589006286,0.37714429697969765,-0.022855703020302376,0.37602067207705736,-0.02397932792294266,0.030850717861838937,0.0277466019826629,0.0027216788272701963,43,5,30,0.0011522686106201331,CONVERGED_RTOL,Gradient norm converged
55,4.400000000000001,0.2,27.867423461059495,-0.23979327922942661,5.072458194671682e-06,27.62763525428826,10.001256490377358,0.37602067207705736,-0.02397932792294266,0.37518866899653314,-0.024811331003466885,0.0277466019826629,0.023410824295609572,0.002272846034438522,42,4,24,0.0010584678909043195,CONVERGED_RTOL,Gradient norm converged
56,4.600000000000001,0.2,27.56968748901789,-0.24811331003466885,1.5113190421737712e-06,27.321575690302264,9.984857447021925,0.37518866899653314,-0.024811331003466885,0.3745900670548746,-0.025409932945125446,0.023410824295609572,0.020489471233478093,0.0016396983090285787,43,4,24,0.001093526283719054,CONVERGED_RTOL,Gradient norm converged
57,4.800000000000002,0.2,27.264768293676386,-0.25409932945125446,4.5986291969954677e-07,27.010669424088054,9.972322703625043,0.3745900670548746,-0.025409932945125446,0.37414932977338167,-0.025850670226618355,0.020489471233478093,0.018943461205631826,0.0012553752983845475,47,3,18,0.0010219052738543748,CONVERGED_RTOL,Gradient norm converged
58,5.000000000000002,0.2,26.954560250956966,-0.25850670226618355,1.449037176932569e-07,26.6960536935945,9.964403768822743,0.37414932977338167,-0.025850670226618355,0.3739597572537454,-0.026040242746254605,0.018943461205631826,0.017687050680778905,0.0007940913102843177,41,3,18,0.0010362169946903678,CONVERGED_RTOL,Gradient norm converged
59,5.200000000000002,0.2,26.64207733800191,-0.26040242746254605,4.631876496936498e-08,26.38167495685813,9.952027532833391,0.3739597572537454,-0.026040242746254605,0.37392245755374265,-0.026077542446257373,0.017687050680778905,0.011515691268655846,0.0012420448103554148,44,2,12,0.001052341514953155,CONVERGED_RTOL,Gradient norm converged
60,5.400000000000002,0.2,26.329146828646824,-0.26077542446257373,1.7220484734878714e-08,26.068371421404738,9.948679227313445,0.37392245755374265,-0.026077542446257373,0.37398051204960936,-0.026019487950390663,0.011515691268655846,0.010542504204154689,0.0003364445595532691,39,2,12,0.0010403378210312453,CONVERGED_RTOL,Gradient norm converged
61,5.600000000000002,0.2,26.016912973242135,-0.26019487950390663,5.759577548549403e-09,25.756718099497807,9.943750284932587,0.37398051204960936,-0.026019487950390663,0.3741316669897541,-0.025868333010245936,0.010542504204154689,0.01331613817362671,0.0004954368583244001,39,1,6,0.0011797603174542803,CONVERGED_RTOL,Gradient norm converged
62,5.8000000000000025,0.2,25.706492977119183,-0.25868333010245936,1.7778582667652104e-09,25.447809648794582,9.938641675057859,0.3741316669897541,-0.025868333010245936,0.3742748614411142,-0.025725138558885807,0.01331613817362671,0.0129307952360171,0.0005137508212036743,36,2,12,0.0010895464457755211,CONVERGED_RTOL,Gradient norm converged
63,6.000000000000003,0.2,25.397791314412554,-0.2572513855888581,5.567813479931526e-10,25.140539929380477,9.925763886845504,0.3742748614411142,-0.025725138558885807,0.37460677224861705,-0.025393227751382974,0.0129307952360171,0.013346006241470585,0.0012957291985557415,37,1,6,0.0010011479391951043,CONVERGED_RTOL,Gradient norm converged
64,6.200000000000003,0.2,25.09307258139596,-0.25393227751382974,1.9313499869229089e-10,24.839140304075265,9.910432930241264,0.37460677224861705,-0.025393227751382974,0.37486603251409445,-0.025133967485905573,0.013346006241470585,0.012630178435985588,0.0015445618875296661,35,2,12,0.0010956193119531657,CONVERGED_RTOL,Gradient norm converged
65,6.400000000000003,0.2,24.79146497156509,-0.25133967485905573,6.859450726828903e-11,24.54012529677463,9.893304387483111,0.37486603251409445,-0.025133967485905573,0.37486603251409445,-0.025133967485905573,0.012630178435985588,0.0,0.0017283344611400031,34,0,0,nan,CONVERGED_RTOL,Gradient norm converged
66,6.600000000000003,0.2,24.489857361734224,-0.25133967485905573,2.4554412719029015e-11,24.23851768689972,9.907412786638698,0.37486603251409445,-0.025133967485905573,0.37486603251409445,-0.025133967485905573,0.0,0.0,0.0014260552999295982,21,0,0,nan,CONVERGED_RTOL,Gradient norm converged
