solver,ranks,problem_size,wall_time_s,solve_time_s,final_p_penal,final_compliance,final_volume_fraction,outer_iterations,speedup_vs_1,result
jax_parallel,1,870001,208.19779365404975,199.98095915315207,4.200000000000001,9.155944337312917,0.38837346873181255,65,1.0,completed
jax_parallel,2,870001,138.43909102096222,133.7241359569598,5.600000000000002,8.947270662878754,0.39320397728290735,72,1.5038945439371945,completed
jax_parallel,4,870001,95.70829529000912,92.84472499100957,4.600000000000001,9.168370179786654,0.3850420793710554,69,2.175336975997558,completed
jax_parallel,8,870001,82.13993529195432,80.1424518020358,7.0000000000000036,9.21781421468167,0.3931804880224135,67,2.5346719949807768,completed
jax_parallel,16,870001,43.32807127991691,41.91252227197401,5.8000000000000025,9.685915006817984,0.3798075766989981,66,4.805147967676834,completed
jax_parallel,32,870001,25.104842834058218,23.68675238301512,6.600000000000003,9.907412786638698,0.37486603251409445,66,8.293132724639106,completed
