outer_iter,p_penal,p_step,lambda_correction,lambda_penalty,lambda_reference,lambda_effective,compliance,volume_fraction_before,volume_residual_before,volume_fraction,volume_residual,theta_state_change,design_change,compliance_change,mechanics_iters,design_iters,mechanics_energy,design_energy,mechanics_message,design_message
21,1.5,0.0,0.32312851171202034,0.048317079735106794,10.809950494622107,11.181396086069235,4.246331736098222,0.4048317079735107,0.004831707973510679,0.3907334052592588,-0.009266594740741207,0.0,0.1020181917494467,0.4445652465243179,14,8,-2.1232409944332553,13.234512245252478,Gradient norm converged,Gradient norm converged
22,1.5,0.0,-0.878928653101636,-0.09266594740741207,10.844369490108656,9.872774889599608,4.4367563669018875,0.3907334052592588,-0.009266594740741207,0.39521297214044887,-0.004787027859551152,0.1020181917494467,0.0478267136501074,0.044844501710702124,10,5,-2.2183954987177685,12.158405314580355,Gradient norm converged,Gradient norm converged
23,1.5,0.0,-1.501876239522636,-0.04787027859551152,9.890792157259755,8.341045639141608,4.317418534439009,0.39521297214044887,-0.004787027859551152,0.4074328788404757,0.007432878840475665,0.0478267136501074,0.0476735966545997,0.026897540138362496,8,5,-2.1586989601056996,10.912541925152695,Gradient norm converged,Gradient norm converged
24,1.5,0.0,-0.6196715226277716,0.07432878840475665,8.572312547974539,8.026969813751524,4.081890731237806,0.4074328788404757,0.007432878840475665,0.41158497472334377,0.011584974723343744,0.0476735966545997,0.024838279340999834,0.054552923540410574,10,4,-2.0409366901597856,10.640770882857062,Gradient norm converged,Gradient norm converged
25,1.5,0.0,0.5720487676388775,0.11584974723343744,8.418659122415713,9.106557637288027,4.04193925437773,0.41158497472334377,0.011584974723343744,0.4045407638693669,0.0045407638693668595,0.024838279340999834,0.02651803379809936,0.009787492975825237,5,4,-2.0008208400828282,11.593840519654378,Gradient norm converged,Gradient norm converged
26,1.5,0.0,1.0307744856978494,0.045407638693668595,8.718125118591347,9.794307242982864,4.1060870423760205,0.4045407638693669,0.0045407638693668595,0.39643948731148876,-0.0035605126885112637,0.02651803379809936,0.028485680697019775,0.01587054726980714,6,4,-2.05608803916424,12.036397501036925,Gradient norm converged,Gradient norm converged
27,1.5,0.0,0.6582825444405702,-0.03560512688511264,9.533540597743183,10.156218015298641,4.243137845889354,0.39643948731148876,-0.0035605126885112637,0.3908944324312222,-0.00910556756877784,0.028485680697019775,0.027824025326117167,0.03337747156816919,8,4,-2.1253503058860805,12.305291243001165,Gradient norm converged,Gradient norm converged
28,1.5,0.0,-0.38341703254867654,-0.09105567568777839,9.739321243600703,9.264848535364248,4.295040163555346,0.3908944324312222,-0.00910556756877784,0.39330522845578847,-0.006694771544211553,0.027824025326117167,0.018416138735121077,0.01223206022313745,6,3,-2.172467162127858,11.510937829160351,Gradient norm converged,Gradient norm converged
29,1.5,0.0,-1.1658474012077933,-0.06694771544211553,9.69849310409025,8.465697987440342,4.286254692298253,0.39330522845578847,-0.006694771544211553,0.40097674737333455,0.00097674737333453,0.018416138735121077,0.03022728000480014,0.002045492224180031,4,4,-2.146091644817415,10.95382283876522,Gradient norm converged,Gradient norm converged
30,1.5,0.0,-1.052171669231115,0.0097674737333453,8.837114319414763,7.794710123916993,4.147460209325526,0.40097674737333455,0.00097674737333453,0.41092290510085755,0.010922905100857527,0.03022728000480014,0.041724900386788936,0.03238129624497562,8,5,-2.0718195690754393,10.413807981589043,Gradient norm converged,Gradient norm converged
31,1.5,0.0,0.10615186368564444,0.10922905100857527,8.171967159654718,8.387348074348939,4.00704268759861,0.41092290510085755,0.010922905100857527,0.40884253405757215,0.008842534057572127,0.041724900386788936,0.014575422588205173,0.03385626736362379,8,3,-1.9819749791897694,10.966937253269723,Gradient norm converged,Gradient norm converged
32,1.5,0.0,0.973282638804938,0.08842534057572127,8.27047346479386,9.33218144417452,4.0218244164223504,0.40884253405757215,0.008842534057572127,0.4006971613613774,0.0006971613613773742,0.014575422588205173,0.027189264278087166,0.0036889371978711706,3,4,-1.9959580415531288,11.696878151957716,Gradient norm converged,Gradient norm converged
33,1.5,0.0,1.0424728932843517,0.006971613613773742,8.912854558180985,9.96229906507911,4.121231185991443,0.4006971613613774,0.0006971613613773742,0.39304953109594165,-0.006950468904058371,0.027189264278087166,0.027902616215116322,0.02471683476861486,7,4,-2.0627821593767752,12.115824590216388,Gradient norm converged,Gradient norm converged
34,1.5,0.0,0.29909067184796945,-0.06950468904058371,9.624298181502008,9.853884164309394,4.2453741603344355,0.39304953109594165,-0.006950468904058371,0.39098002378571295,-0.009019976214287073,0.027902616215116322,0.015896690593770735,0.030122788249533232,8,3,-2.1287102619803964,12.004914842078705,Gradient norm converged,Gradient norm converged
35,1.5,0.0,-0.7426406162682838,-0.09019976214287073,9.681356080842955,8.8485157024318,4.265385994348117,0.39098002378571295,-0.009019976214287073,0.3965486349632779,-0.0034513650367221094,0.015896690593770735,0.027346102014762744,0.00471379747883164,4,4,-2.1446679386736247,11.182162909009728,Gradient norm converged,Gradient norm converged
36,1.5,0.0,-1.143607342894024,-0.034513650367221094,9.080603274167792,7.902482280906548,4.1762656217810505,0.3965486349632779,-0.0034513650367221094,0.4043654101031823,0.0043654101031822545,0.027346102014762744,0.02847459084080814,0.020893858770379994,7,4,-2.0881533392579636,10.461496226349826,Gradient norm converged,Gradient norm converged
37,1.5,0.0,-0.6679206555815208,0.043654101031822545,8.533286882001793,7.909020327452094,4.085757414719913,0.4043654101031823,0.0043654101031822545,0.4098953375892885,0.009895337589288455,0.02847459084080814,0.025483312101072096,0.021672042742946703,7,4,-2.0168856274603675,10.557131314644735,Gradient norm converged,Gradient norm converged
38,1.5,0.0,0.3453563977423323,0.09895337589288455,7.870898047944811,8.315207821580028,3.938545556861161,0.4098953375892885,0.009895337589288455,0.4064113976685282,0.006411397668528163,0.025483312101072096,0.014506225092276458,0.03603049396138543,9,3,-1.9692630752553586,10.782892300485788,Gradient norm converged,Gradient norm converged
39,1.5,0.0,0.950917886468127,0.06411397668528163,7.960705639099361,8.97573750225277,3.9592832992716906,0.4064113976685282,0.006411397668528163,0.3984758173701581,-0.0015241826298419414,0.014506225092276458,0.02624422184127226,0.005265330084706834,4,4,-1.9945255456820283,11.245608262981005,Gradient norm converged,Gradient norm converged
40,1.5,0.5,0.8053150553913266,-0.015241826298419414,8.88250916370444,9.672582392797349,4.08804819318342,0.3984758173701581,-0.0015241826298419414,0.3915410970732395,-0.008458902926760548,0.02624422184127226,0.026439466534866167,0.032522273396151186,8,4,-2.0587110654442276,11.789587542972146,Gradient norm converged,Gradient norm converged
41,2.0,0.0,-0.09632033775071591,-0.08458902926760548,22.02779799044785,21.846888623429532,6.062529863170217,0.3915410970732395,-0.008458902926760548,0.38211030069632385,-0.017889699303676176,0.026439466534866167,0.09459357424702398,0.48298884374189344,15,10,-3.0306401184968497,23.053613213450216,Gradient norm converged,Gradient norm converged
42,2.0,0.0,-4.825168526205529,-0.17889699303676176,21.476171388828213,16.47210586958592,6.242650504622169,0.38211030069632385,-0.017889699303676176,0.3955604528325346,-0.0044395471674654186,0.09459357424702398,0.07400977951462882,0.029710474920079628,9,7,-3.1213508503446112,18.762133081277515,Gradient norm converged,Gradient norm converged
43,2.0,0.0,-5.969302236492818,-0.044395471674654186,16.80276845363021,10.789070745462737,5.658102109835298,0.3955604528325346,-0.0044395471674654186,0.4224453109376418,0.022445310937641794,0.07400977951462882,0.1026064303533703,0.09363785372159814,12,8,-2.8289989559597926,14.05425688466092,Gradient norm converged,Gradient norm converged
44,2.0,0.0,-1.443581885833674,0.22445310937641794,11.570016939096218,10.350888162638961,4.855685209634714,0.4224453109376418,0.022445310937641794,0.42980590674649394,0.029805906746493915,0.1026064303533703,0.03823181402064656,0.14181732401148572,13,5,-2.4277726872768435,13.624217090985786,Gradient norm converged,Gradient norm converged
45,2.0,0.0,2.694676265471008,0.29805906746493915,10.552277891010231,13.545013223946178,4.665799150620671,0.42980590674649394,0.029805906746493915,0.4137877997459741,0.013787799745974105,0.03823181402064656,0.054795783068098985,0.03910592446093263,10,6,-2.3328935944506957,16.29737875048724,Gradient norm converged,Gradient norm converged
46,2.0,0.0,4.440588598572436,0.13787799745974105,12.951841128406917,17.53030772443909,5.0119839070308,0.4137877997459741,0.013787799745974105,0.3937884986100211,-0.006211501389978946,0.054795783068098985,0.07259483046513567,0.07419624060844472,11,7,-2.506020453998045,19.455107223237626,Gradient norm converged,Gradient norm converged
47,2.0,0.0,3.475184048509804,-0.06211501389978946,16.677944945912596,20.09101398052261,5.5509874941194255,0.3937884986100211,-0.006211501389978946,0.38025698222426124,-0.01974301777573878,0.07259483046513567,0.06278825799922963,0.1075429604497558,12,8,-2.775548287147707,21.34402004876923,Gradient norm converged,Gradient norm converged
48,2.0,0.0,-0.47609151384953785,-0.1974301777573878,19.459318718349547,18.78579702674262,5.963343695019289,0.38025698222426124,-0.01974301777573878,0.3788896134988639,-0.021110386501136114,0.06278825799922963,0.042432485567068585,0.07428519724404054,12,5,-2.9816655333517743,20.28188419784878,Gradient norm converged,Gradient norm converged
49,2.0,0.0,-5.405616384167356,-0.21110386501136114,18.715817158583818,13.0990969094051,5.960040006085734,0.3788896134988639,-0.021110386501136114,0.3965139266612445,-0.003486073338755502,0.042432485567068585,0.07356440853053604,0.0005539994175272309,6,7,-2.980020483669363,15.834772353225608,Gradient norm converged,Gradient norm converged
50,2.0,0.0,-6.188552918682097,-0.03486073338755502,13.86996050931706,7.646546857247408,5.353869790655918,0.3965139266612445,-0.003486073338755502,0.435401453499835,0.03540145349983498,0.07356440853053604,0.14227297332292296,0.10170572929222989,13,8,-2.676967004222665,11.25561349753221,Gradient norm converged,Gradient norm converged
51,2.0,0.0,-0.29635177450047223,0.3540145349983498,8.463796004671776,8.521458765169653,4.455541971285309,0.435401453499835,0.03540145349983498,0.43783490937031233,0.03783490937031231,0.14227297332292296,0.039404844069608064,0.16779037490572815,13,5,-2.2276861834566457,11.924137299590175,Gradient norm converged,Gradient norm converged
52,2.0,0.0,3.546371682686344,0.3783490937031231,8.567621516873185,12.492342293262652,4.390140372427463,0.43783490937031233,0.03783490937031231,0.4154009337011203,0.015400933701120278,0.039404844069608064,0.06727202706198522,0.014678707838314849,6,6,-2.191149309591344,15.30355421764072,Gradient norm converged,Gradient norm converged
53,2.0,0.0,5.12976413417821,0.15400933701120278,11.62180617993564,16.905579651125052,4.809139693147134,0.4154009337011203,0.015400933701120278,0.3924460388991522,-0.007553961100847828,0.06727202706198522,0.08351674009478507,0.09544098483757416,12,8,-2.4045886648148054,18.76994487507403,Gradient norm converged,Gradient norm converged
54,2.0,0.0,4.076276072520289,-0.07553961100847828,15.802292226921828,19.803028688433642,5.380390775521026,0.3924460388991522,-0.007553961100847828,0.3778762218172108,-0.02212377818278921,0.08351674009478507,0.06485738670901256,0.11878446433733374,12,7,-2.690157880044649,20.895413528520344,Gradient norm converged,Gradient norm converged
55,2.0,0.0,-0.11900082357610309,-0.2212377818278921,18.920582478418833,18.580343873014836,5.800862941965785,0.3778762218172108,-0.02212377818278921,0.3765847451650833,-0.023415254834916743,0.06485738670901256,0.04821358418870064,0.07814900143643208,12,6,-2.900423448130991,19.875154555337218,Gradient norm converged,Gradient norm converged
56,2.0,0.0,-5.435363947862954,-0.23415254834916743,18.08427966306258,12.414763166850461,5.764969387389127,0.3765847451650833,-0.023415254834916743,0.3942647613818677,-0.005735238618132299,0.04821358418870064,0.08431118625827802,0.006187623278769377,7,7,-2.8824682618078032,15.071657887543747,Gradient norm converged,Gradient norm converged
57,2.0,0.0,-6.679975857119367,-0.05735238618132299,12.656311556320597,5.918983313019907,5.16280370113137,0.3942647613818677,-0.005735238618132299,0.44076906872268745,0.04076906872268743,0.08431118625827802,0.1797105428958716,0.10445253839074921,13,9,-2.5813826978107532,9.614396475121453,Gradient norm converged,Gradient norm converged
58,2.0,0.0,-0.48814342973483704,0.4076906872268743,6.724778198706779,6.644325456198816,4.217307061087172,0.44076906872268745,0.04076906872268743,0.44333295061082867,0.04333295061082865,0.1797105428958716,0.04336937168409355,0.18313627532207036,14,5,-2.108640098930506,10.128248069766453,Gradient norm converged,Gradient norm converged
59,2.0,0.0,3.0087103489052196,0.43332950610828647,6.755780055055162,10.197819910068668,4.141314252881595,0.44333295061082867,0.04333295061082865,0.42152014459590975,0.02152014459590973,0.04336937168409355,0.07366003695994007,0.018019273224555404,7,7,-2.070651134734958,13.16967970162948,Gradient norm converged,Gradient norm converged
60,2.0,0.5,4.753334712620621,0.2152014459590973,9.287602519423741,14.25613867800346,4.462070098177348,0.42152014459590975,0.02152014459590973,0.39875605343837,-0.001243946561630016,0.07366003695994007,0.07345479402205801,0.07745266978292348,11,7,-2.2310661755291794,16.425879656398948,Gradient norm converged,Gradient norm converged
61,2.5,0.0,4.61469533798274,-0.01243946561630016,24.017048763666818,28.61930463603326,6.362167047847996,0.39875605343837,-0.001243946561630016,0.3862069552077903,-0.013793044792209719,0.07345479402205801,0.10737984415144644,0.4258330568241843,15,20,-3.1808676194127488,28.890843274415186,Gradient norm converged,Gradient norm converged
62,2.5,0.0,0.6394765854954425,-0.1379304479220972,22.91038668742215,23.411932824995493,6.483621326198401,0.3862069552077903,-0.013793044792209719,0.384051361763376,-0.015948638236624013,0.10737984415144644,0.0759097050734957,0.019090080068156465,10,9,-3.2417680432842584,24.470338115374872,Gradient norm converged,Gradient norm converged
63,2.5,0.0,-3.7451970441709097,-0.15948638236624013,20.585239137618576,16.680555711081425,6.272513699792003,0.384051361763376,-0.015948638236624013,0.3915448049828818,-0.008455195017118222,0.0759097050734957,0.07617875734339088,0.03256014128298554,11,8,-3.13622142728193,19.041101070209788,Gradient norm converged,Gradient norm converged
64,2.5,0.0,-5.833823580761865,-0.08455195017118222,15.41041887181044,9.492043340877395,5.801419723818652,0.3915448049828818,-0.008455195017118222,0.41300861450504256,0.013008614505042537,0.07617875734339088,0.11253586378971503,0.0751044953459364,12,8,-2.9006698898453918,13.157260302570904,Gradient norm converged,Gradient norm converged
65,2.5,0.0,-3.4282051991864906,0.13008614505042537,9.138173487083803,5.8400544329477375,5.1232293686000885,0.41300861450504256,0.013008614505042537,0.4375508191205078,0.037550819120507783,0.11253586378971503,0.1209532683631031,0.11690075662585578,13,9,-2.5615673944165804,9.902914273580507,Gradient norm converged,Gradient norm converged
66,2.5,0.0,0.6895455972771538,0.37550819120507783,6.060753032022344,7.125806820504575,4.5710955698119635,0.4375508191205078,0.037550819120507783,0.4359797077024413,0.0359797077024413,0.1209532683631031,0.055268254296568016,0.1077706577363321,12,6,-2.285574561219893,10.876998620289204,Gradient norm converged,Gradient norm converged
67,2.5,0.0,3.306315067863339,0.359797077024413,6.74550120400166,10.41161334888941,4.50366678551195,0.4359797077024413,0.0359797077024413,0.4216252089861278,0.021625208986127797,0.055268254296568016,0.06256224835639553,0.014751121097821986,7,8,-2.2518530429970816,13.601633367665226,Gradient norm converged,Gradient norm converged
68,2.5,0.0,5.0567895468958906,0.21625208986127797,8.80921663429398,14.082258271051149,4.647011871455708,0.4216252089861278,0.021625208986127797,0.4043733165249109,0.004373316524910853,0.06256224835639553,0.06470904544428041,0.03182852834603379,9,9,-2.3234885352144077,16.49585171588477,Gradient norm converged,Gradient norm converged
69,2.5,0.0,5.51909545903522,0.04373316524910853,10.993403083523422,16.55623170780775,4.899933270887379,0.4043733165249109,0.004373316524910853,0.39099238539448233,-0.009007614605517689,0.06470904544428041,0.06104215002489771,0.05442667383426377,10,11,-2.4557659307518396,18.260536405010974,Gradient norm converged,Gradient norm converged
70,2.5,0.0,4.330803400881354,-0.09007614605517689,11.553855497593807,15.794582752419984,5.127683118385245,0.39099238539448233,-0.009007614605517689,0.3861761896356248,-0.013823810364375244,0.06104215002489771,0.04749767742410286,0.04648019368978474,10,10,-2.5638328842915135,17.52036218894997,Gradient norm converged,Gradient norm converged
71,2.5,0.0,2.4141837123677803,-0.13823810364375244,10.084739582798573,12.3606851915226,5.123528956147414,0.3861761896356248,-0.013823810364375244,0.3905205711199286,-0.009479428880071417,0.04749767742410286,0.05153919035790724,0.0008101441024965526,5,7,-2.561072153630864,14.744271360891116,Gradient norm converged,Gradient norm converged
72,2.5,0.0,1.2670128525776183,-0.09479428880071417,7.737091634664829,8.909310198441734,4.90466923074475,0.3905205711199286,-0.009479428880071417,0.39955906111845996,-0.000440938881540065,0.05153919035790724,0.06791073398379499,0.04271659773486157,10,8,-2.4523345357598787,11.93139709662329,Gradient norm converged,Gradient norm converged
73,2.5,0.0,1.226073838196473,-0.00440938881540065,5.894700430413689,7.116364879794762,4.62114422735728,0.39955906111845996,-0.000440938881540065,0.40652659952573694,0.00652659952573692,0.06791073398379499,0.059293451908784385,0.05780716090092339,11,6,-2.3105676910807693,10.411689920182116,Gradient norm converged,Gradient norm converged
74,2.5,0.0,1.6877420265984635,0.0652659952573692,4.88940424648937,6.642412268345203,4.440436521688511,0.40652659952573694,0.00652659952573692,0.40926549598555345,0.009265495985553429,0.059293451908784385,0.04628031784050483,0.03910453705361,10,6,-2.2202201083148676,9.963197726183555,Gradient norm converged,Gradient norm converged
75,2.5,0.0,2.231375091609605,0.09265495985553429,4.456366230406056,6.780396281871195,4.33998859432618,0.40926549598555345,0.009265495985553429,0.408996514071438,0.008996514071437978,0.04628031784050483,0.03834560883195247,0.02262118304624131,8,6,-2.1699887968637737,10.025741306079738,Gradient norm converged,Gradient norm converged
76,2.5,0.0,2.7124762296015543,0.08996514071437978,4.194119862061109,6.996561232377044,4.290484327892327,0.408996514071438,0.008996514071437978,0.4075591627862888,0.0075591627862887645,0.03834560883195247,0.03427098394698493,0.011406542979991257,6,6,-2.1452369547243237,10.158292366134297,Gradient norm converged,Gradient norm converged
77,2.5,0.0,3.092924646991877,0.07559162786288764,3.894418680525961,7.062934955380726,4.265176444447973,0.4075591627862888,0.0075591627862887645,0.40607682807683276,0.006076828076832741,0.03427098394698493,0.028073324048944893,0.005898607595377513,4,5,-2.131576753988724,10.181551878118022,Gradient norm converged,Gradient norm converged
78,2.5,0.0,3.376913200361022,0.06076828076832741,3.537018863911545,6.974700345040894,4.250012940299753,0.40607682807683276,0.006076828076832741,0.4050408740344837,0.005040874034483667,0.028073324048944893,0.02764321187841492,0.003555188008214483,4,5,-2.12500210989211,10.075375879536946,Gradient norm converged,Gradient norm converged
79,2.5,0.0,3.5908691989678694,0.05040874034483667,3.0510419697289755,6.692319909041682,4.230740837267364,0.4050408740344837,0.005040874034483667,0.4045458289605164,0.004545828960516363,0.02764321187841492,0.02619408690569715,0.004534598671370055,4,5,-2.115375937337374,9.817256828679898,Gradient norm converged,Gradient norm converged
80,2.5,0.5,3.757303378316808,0.045458289605163626,2.6669590281795483,6.46972069610152,4.211237460758696,0.4045458289605164,0.004545828960516363,0.40419595623634286,0.004195956236342835,0.02619408690569715,0.02494442082751299,0.004609919931012674,4,5,-2.1025908077759627,9.621841551674182,Gradient norm converged,Gradient norm converged
81,3.0,0.0,3.8915886987131376,0.04195956236342835,2.1964588668692375,6.130007127945803,4.336308861316594,0.40419595623634286,0.004195956236342835,0.40842539546450574,0.008425395464505714,0.02494442082751299,0.05161436020737558,0.029699441488005112,9,7,-2.1681631590577,9.425903631904106,Gradient norm converged,Gradient norm converged
82,3.0,0.0,4.113661113611859,0.08425395464505714,1.6979150263504639,5.89583009460738,4.198639067155283,0.40842539546450574,0.008425395464505714,0.4081888782122496,0.008188878212249562,0.05161436020737558,0.02953879753529244,0.03174815230285772,9,6,-2.099345274808986,9.193934188480519,Gradient norm converged,Gradient norm converged
83,3.0,0.0,4.280509345998248,0.08188878212249562,1.532406069890069,5.894804198010813,4.160358394987115,0.4081888782122496,0.008188878212249562,0.4073018559473613,0.007301855947361269,0.02953879753529244,0.024682338514022947,0.009117400080332452,6,5,-2.080173774081544,9.167038481863486,Gradient norm converged,Gradient norm converged
84,3.0,0.0,4.41478224650064,0.07301855947361269,1.4212349783451006,5.909035784319353,4.1421725221372325,0.4073018559473613,0.007301855947361269,0.4063388513272345,0.006338851327234496,0.024682338514022947,0.024020710122192587,0.004371227457661943,4,5,-2.0710940558347106,9.153973610375843,Gradient norm converged,Gradient norm converged
85,3.0,0.0,4.522890213246179,0.06338851327234496,1.1237720518269256,5.71005077834545,4.125194981588731,0.4063388513272345,0.006338851327234496,0.4057720199383155,0.005772019938315498,0.024020710122192587,0.021519017192174965,0.004098704353275434,4,5,-2.062603816676356,8.968781408122886,Gradient norm converged,Gradient norm converged
86,3.0,0.0,4.60072742951738,0.05772019938315498,0.9345770163558973,5.593024645256432,4.106737329038205,0.4057720199383155,0.005772019938315498,0.4054934290468812,0.00549342904688116,0.021519017192174965,0.013729863884468388,0.0044743709407444225,4,4,-2.0533667974189154,8.85881488759234,Gradient norm converged,Gradient norm converged
87,3.0,0.0,4.666648578079954,0.0549342904688116,0.8556012457643266,5.577184114313092,4.095921040708557,0.4054934290468812,0.00549342904688116,0.4051972693722127,0.005197269372212654,0.013729863884468388,0.012417273967514283,0.0026337911249321323,3,4,-2.0479578120397885,8.835170459665566,Gradient norm converged,Gradient norm converged
