level,fenics_custom,jax_petsc_element,jax_petsc_local_sfd
5,0.3462323651267459,0.3462314437821239,0.34623144378212395
6,0.34577666911041427,0.34577661109023844,0.34577661109023844
7,0.3456622611129734,0.34566225747975293,0.34566225747975293
8,0.3456336284987043,0.345633628272013,0.34563362827201294
9,0.34562646842676603,0.3456264684117146,0.3456264684117145
