ksp_type,ksp_rtol,it,energy,dE,grad_norm,alpha,ksp_its,ls_evals
cg,1e-01,26,65249.870411924385,147.35976542004937,1242665.9600644452,-0.49964995802247814,3,17
cg,1e-01,27,65214.60301968369,35.26739224069752,1244663.4909843458,-0.49964995802247814,2,17
cg,1e-01,28,65067.69725524446,146.90576443923055,1243586.1578043506,-0.49964995802247814,4,17
cg,1e-01,29,65056.013838741776,11.683416502681212,1241990.0800504384,-0.49964995802247814,1,17
cg,1e-01,30,64868.11213442583,187.90170431594743,1242502.5470248228,-0.49964995802247814,5,17
cg,1e-01,31,64862.58630390888,5.52583051694819,1244183.984324088,-0.49964995802247814,1,17
cg,1e-01,32,64475.564999338574,387.0213045703058,1244707.4507851175,-0.49964995802247814,7,17
cg,1e-01,33,64454.212400600096,21.352598738478264,1244815.7786448982,-0.49964995802247814,1,17
cg,1e-01,34,64317.98651500421,136.2258855958862,1243790.6709271492,-0.49964995802247814,3,17
cg,1e-01,35,64167.02765868468,150.95885631952842,1241960.8551479809,-0.49964995802247814,2,17
cg,1e-01,36,64131.99727062743,35.03038805725373,1237531.9691320767,-0.49964995802247814,1,17
cg,1e-01,37,63984.273641951986,147.72362867544143,1236443.91087985,-0.49964995802247814,4,17
cg,1e-01,38,63944.80651964332,39.46712230866251,1236071.7614622184,-0.49964995802247814,3,17
cg,1e-01,39,63925.589839751185,19.216679892138927,1237053.3933755304,-0.49964995802247814,2,17
cg,1e-01,40,63847.39221530327,78.19762444791559,1236878.7123711244,-0.49964995802247814,3,17
cg,1e-01,41,63826.74650460662,20.645710696648166,1236587.2961759984,-0.49964995802247814,2,17
cg,1e-01,42,63785.167678009006,41.57882659761526,1235551.8198383767,-0.49964995802247814,2,17
cg,1e-01,43,63181.33441948033,603.8332585286771,1234282.9598910708,-0.49964995802247814,7,17
cg,1e-01,44,63174.335904571155,6.998514909173537,1230659.3414461676,-0.49964995802247814,1,17
cg,1e-01,45,62989.86634745182,184.46955711933697,1230254.3310176097,-0.49964995802247814,3,17
cg,1e-01,46,62964.87183133455,24.994516117265448,1228506.7157644741,-0.49964995802247814,2,17
cg,1e-01,47,62187.84973157373,777.0220997608194,1229219.9513435059,-0.49964995802247814,9,17
cg,1e-01,48,62072.79331550021,115.056416073523,1223150.6460482841,-0.49964995802247814,3,17
cg,1e-01,49,62027.36893543067,45.42438006954035,1225023.6231623725,-0.49964995802247814,3,17
cg,1e-01,50,61613.83079994102,413.53813548965263,1224534.6571444646,-0.49964995802247814,7,17
cg,1e-01,51,61560.25179613724,53.57900380377396,1222644.6742468823,-0.49964995802247814,2,17
cg,1e-01,52,61318.735363863976,241.51643227326713,1221214.4235816058,-0.49964995802247814,5,17
cg,1e-01,53,61247.618035743275,71.11732812070113,1220665.934821192,-0.49964995802247814,3,17
cg,1e-01,54,61049.1751501035,198.4428856397717,1220104.2305102826,-0.49964995802247814,4,17
cg,1e-01,55,60614.90160382193,434.2735462815763,1219216.1117220693,-0.49964995802247814,8,17
cg,1e-01,56,60487.543792325225,127.3578114967022,1216706.023506212,-0.49964995802247814,3,17
cg,1e-01,57,60032.54119143636,455.00260088886716,1215459.569401039,-0.49964995802247814,9,17
cg,1e-01,58,59750.13154744481,282.4096439915447,1210819.4181912725,-0.49964995802247814,5,17
cg,1e-01,59,59282.595731129084,467.5358163157289,1211093.6027523994,-0.49964995802247814,9,17
cg,1e-01,60,59253.24423690464,29.35149422444374,1213587.0277139605,-0.49964995802247814,1,17
cg,1e-01,61,59071.40981421589,181.83442268874933,1212833.3630122042,-0.49964995802247814,4,17
cg,1e-01,62,59063.25392979055,8.155884425337717,1212023.28045183,-0.49964995802247814,1,17
cg,1e-01,63,58997.157609007394,66.09632078315917,1212004.2353722046,-0.49964995802247814,2,17
cg,1e-01,64,58861.59807586711,135.55953314028739,1211873.1179031054,-0.49964995802247814,2,17
cg,1e-01,65,57710.72868725506,1150.8693886120454,1210758.5275503297,-0.49964995802247814,20,17
cg,1e-01,66,57479.11111277399,231.617574481068,1199824.1336468137,-0.49964995802247814,6,17
cg,1e-01,67,57331.082568926984,148.02854384700913,1200083.0100589795,-0.49964995802247814,8,17
cg,1e-01,68,57329.35708335274,1.7254855742430664,1201536.9379943367,-0.49964995802247814,1,17
cg,1e-01,69,57328.83690887844,0.5201744743026211,1201374.0085465666,-0.49964995802247814,2,17
cg,1e-01,70,57283.13750058863,45.69940828980907,1201458.4789120592,-0.49964995802247814,2,17
cg,1e-01,71,57272.363994489046,10.773506099583756,1202060.1904622312,-0.49964995802247814,1,17
cg,1e-01,72,56860.813196523835,411.5507979652102,1201863.4918846714,-0.49964995802247814,11,17
cg,1e-01,73,56858.22659837883,2.5865981450042455,1201875.4899185936,-0.49964995802247814,1,17
cg,1e-01,74,56856.40983828695,1.8167600918823155,1201661.1995677326,-0.49964995802247814,1,17
cg,1e-01,75,56703.62011641276,152.7897218741855,1201502.348629448,-0.49964995802247814,6,17
cg,1e-01,76,55537.79428951681,1165.8258268959544,1201642.4456471123,-0.49964995802247814,20,17
